2020-08-28 22:30:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598668190000000000
2020-08-29 01:38:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:38:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679500000000000
2020-08-29 01:38:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679510000000000
2020-08-29 01:38:49 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:38:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679520000000000
2020-08-29 01:39:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679530000000000
2020-08-29 01:39:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:39:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679540000000000
2020-08-29 01:39:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679550000000000
2020-08-29 01:39:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:39:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679560000000000
2020-08-29 01:39:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679570000000000
2020-08-29 01:39:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679580000000000
2020-08-29 01:39:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:40:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679590000000000
2020-08-29 01:40:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:40:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679600000000000
2020-08-29 01:40:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679610000000000
2020-08-29 01:40:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679620000000000
2020-08-29 01:40:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:40:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679630000000000
2020-08-29 01:40:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679640000000000
2020-08-29 01:41:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:41:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679650000000000
2020-08-29 01:41:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:41:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679660000000000
2020-08-29 01:41:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679670000000000
2020-08-29 01:41:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679680000000000
2020-08-29 01:41:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:41:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679690000000000
2020-08-29 01:41:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679700000000000
2020-08-29 01:42:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679710000000000
2020-08-29 01:42:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:42:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679720000000000
2020-08-29 01:42:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:42:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679730000000000
2020-08-29 01:42:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679740000000000
2020-08-29 01:42:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:42:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679750000000000
2020-08-29 01:42:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679760000000000
2020-08-29 01:43:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:43:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679770000000000
2020-08-29 01:43:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679780000000000
2020-08-29 01:43:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:43:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679790000000000
2020-08-29 01:43:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679800000000000
2020-08-29 01:43:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:43:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679810000000000
2020-08-29 01:43:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679820000000000
2020-08-29 01:44:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:44:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679830000000000
2020-08-29 01:44:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679840000000000
2020-08-29 01:44:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679850000000000
2020-08-29 01:44:29 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:44:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679860000000000
2020-08-29 01:44:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:44:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679870000000000
2020-08-29 01:44:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679880000000000
2020-08-29 01:45:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:45:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679890000000000
2020-08-29 01:45:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679900000000000
2020-08-29 01:45:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679910000000000
2020-08-29 01:45:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:45:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679920000000000
2020-08-29 01:45:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:45:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679930000000000
2020-08-29 01:45:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679940000000000
2020-08-29 01:46:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679950000000000
2020-08-29 01:46:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:46:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679960000000000
2020-08-29 01:46:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679970000000000
2020-08-29 01:46:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:46:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679980000000000
2020-08-29 01:46:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598679990000000000
2020-08-29 01:46:49 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:46:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680000000000000
2020-08-29 01:47:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680010000000000
2020-08-29 01:47:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:47:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680020000000000
2020-08-29 01:47:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680030000000000
2020-08-29 01:47:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:47:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680040000000000
2020-08-29 01:47:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680050000000000
2020-08-29 01:47:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680060000000000
2020-08-29 01:47:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:48:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680070000000000
2020-08-29 01:48:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:48:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680080000000000
2020-08-29 01:48:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680090000000000
2020-08-29 01:48:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680100000000000
2020-08-29 01:48:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:48:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680110000000000
2020-08-29 01:48:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680120000000000
2020-08-29 01:48:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:49:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:49:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680130000000000
2020-08-29 01:49:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680140000000000
2020-08-29 01:49:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680150000000000
2020-08-29 01:49:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680160000000000
2020-08-29 01:49:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:49:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680170000000000
2020-08-29 01:49:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680180000000000
2020-08-29 01:49:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:50:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680190000000000
2020-08-29 01:50:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:50:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680200000000000
2020-08-29 01:50:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680210000000000
2020-08-29 01:50:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680220000000000
2020-08-29 01:50:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:50:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680230000000000
2020-08-29 01:50:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680240000000000
2020-08-29 01:51:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680250000000000
2020-08-29 01:51:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:51:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:51:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680260000000000
2020-08-29 01:51:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680270000000000
2020-08-29 01:51:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:51:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680280000000000
2020-08-29 01:51:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680290000000000
2020-08-29 01:51:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680300000000000
2020-08-29 01:52:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:52:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680310000000000
2020-08-29 01:52:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:52:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680320000000000
2020-08-29 01:52:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680330000000000
2020-08-29 01:52:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:52:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680340000000000
2020-08-29 01:52:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680350000000000
2020-08-29 01:52:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680360000000000
2020-08-29 01:53:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:53:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680370000000000
2020-08-29 01:53:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680380000000000
2020-08-29 01:53:19 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:53:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680390000000000
2020-08-29 01:53:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680400000000000
2020-08-29 01:53:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:53:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680410000000000
2020-08-29 01:53:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680420000000000
2020-08-29 01:54:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680430000000000
2020-08-29 01:54:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:54:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680440000000000
2020-08-29 01:54:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680450000000000
2020-08-29 01:54:29 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:54:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:54:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680460000000000
2020-08-29 01:54:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680470000000000
2020-08-29 01:54:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680480000000000
2020-08-29 01:55:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680490000000000
2020-08-29 01:55:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:55:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680500000000000
2020-08-29 01:55:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680510000000000
2020-08-29 01:55:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:55:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680520000000000
2020-08-29 01:55:39 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:55:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680530000000000
2020-08-29 01:55:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680540000000000
2020-08-29 01:56:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680550000000000
2020-08-29 01:56:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:56:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680560000000000
2020-08-29 01:56:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680570000000000
2020-08-29 01:56:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680580000000000
2020-08-29 01:56:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:56:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680590000000000
2020-08-29 01:56:49 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:56:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680600000000000
2020-08-29 01:57:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:57:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680610000000000
2020-08-29 01:57:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680620000000000
2020-08-29 01:57:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680630000000000
2020-08-29 01:57:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680640000000000
2020-08-29 01:57:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:57:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680650000000000
2020-08-29 01:57:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680660000000000
2020-08-29 01:57:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:58:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:58:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680670000000000
2020-08-29 01:58:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680680000000000
2020-08-29 01:58:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680690000000000
2020-08-29 01:58:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680700000000000
2020-08-29 01:58:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:58:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680710000000000
2020-08-29 01:58:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680720000000000
2020-08-29 01:58:59 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 01:59:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680730000000000
2020-08-29 01:59:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:59:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680740000000000
2020-08-29 01:59:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680750000000000
2020-08-29 01:59:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680760000000000
2020-08-29 01:59:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 01:59:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680770000000000
2020-08-29 01:59:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680780000000000
2020-08-29 02:00:09 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 02:00:09 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680790000000000
2020-08-29 02:00:09 EDT | TRACE | INFO | (pkg/trace/info/stats.go:101 in LogStats) | No data received
2020-08-29 02:00:19 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680800000000000
2020-08-29 02:00:29 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680810000000000
2020-08-29 02:00:39 EDT | TRACE | DEBUG | (pkg/trace/api/listener.go:73 in Refresh) | Refreshed the connection lease: 2000 conns available
2020-08-29 02:00:39 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680820000000000
2020-08-29 02:00:49 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680830000000000
2020-08-29 02:00:59 EDT | TRACE | DEBUG | (pkg/trace/stats/concentrator.go:184 in flushNow) | update oldestTs to 1598680840000000000
